Restaurant ID,Restaurant Name,Country Code,City,Longitude,Latitude,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Cuisine1,Cuisine2,Cuisine3,Cuisine4,Cuisine5,Cuisine6,Cuisine7,Cuisine8
17580350,Tuscan Oven,216,Pensacola,-87.214,30.4692,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,502,Italian, Mediterranean, Pizza,,,,,
17580408,Flounders Chowder House,216,Pensacola,-87.143,30.3359,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,724,Seafood,,,,,,,
17579653,Hemingway's Island Grill,216,Pensacola,-87.142602,30.335521,40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,479,Caribbean, Seafood, Steak,,,,,
17580476,Native Cafe,216,Pensacola,-87.132932,30.334776,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,591,Breakfast, Burger,,,,,,
17580422,Peg Leg Pete's,216,Pensacola,-87.164376,30.327864,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1408,Burger, Sandwich, Seafood,,,,,
17580539,The Grand Marlin,216,Pensacola,-87.149178,30.34262,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,905,Caribbean, Seafood,,,,,,
17580511,Original Georgios Authentic Greek Food,216,Pensacola,-87.4218962,30.3199824,10,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,816,Greek,,,,,,,
17580021,Fisherman's Corner,216,Pensacola,-87.427707,30.308468,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,747,Sandwich, Seafood, Cajun,,,,,
16604370,Mad Cowes Cafe,14,Phillip Island,145.237813,-38.448307,20,Dollar($),No,No,No,No,2,3.7,Yellow,Good,351,Breakfast, Coffee and Tea, Modern Australian,,,,,
17582467,Rupes Burgers,216,Pocatello,-112.3415,43.1903,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,104,Burger, Fast Food,,,,,,
17582668,Texas Roadhouse,216,Pocatello,-112.461326,42.910518,45,Dollar($),No,No,No,No,3,3.5,Yellow,Good,83,American, BBQ, Steak,,,,,
17582498,Riverwalk Cafe,216,Pocatello,-112.0132,42.62,10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,91,Asian, Thai,,,,,,
17582499,Royal Hotel,216,Pocatello,-112.0127,42.6192,0,Dollar($),No,No,No,No,1,3.6,Yellow,Good,59,Pizza, Bar Food,,,,,,
17582522,Buddy's Italian Restaurant,216,Pocatello,-112.4423,42.8661,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,222,Italian, Pizza, Sandwich,,,,,
17582524,Butterburrs,216,Pocatello,-112.4516,42.8919,30,Dollar($),No,No,No,No,3,3.6,Yellow,Good,121,American, Breakfast,,,,,,
17582527,Chang Garden,216,Pocatello,-112.441,42.8928,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,93,Chinese,,,,,,,
17582551,Fifth Street Bagelry,216,Pocatello,-112.4397,42.8631,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,136,Coffee and Tea, Sandwich,,,,,,
17582558,Goody's Deli,216,Pocatello,-112.4365,42.8604,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,160,Pizza, Sandwich,,,,,,
17582560,Grecian Key Restaurant,216,Pocatello,-112.4524,42.8639,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,152,American, Greek,,,,,,
17582677,Outer Limits Fun Zone,216,Pocatello,-112.459988,42.878077,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,57,Burger, Pizza, Sandwich,,,,,
17582670,Portneuf Valley Brewing,216,Pocatello,-112.443213,42.860024,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,191,American, Pizza,,,,,,
17582625,Sandpiper Restaurant & Lounge,216,Pocatello,-112.432,42.9012,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,85,American, Seafood, Steak,,,,,
17582627,Senor Iguanas,216,Pocatello,-112.4433,42.8942,0,Dollar($),No,No,No,No,1,3.6,Yellow,Good,108,Mexican,,,,,,,
17582700,Sushi Family,216,Pocatello,-112.452013,42.88245,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,132,Asian, Sushi, Vegetarian,,,,,
17582664,Taste of India Nepal,216,Pocatello,-112.45253,42.863969,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,141,Indian, International, Vegetarian,,,,,
17582682,Thai Paradise,216,Pocatello,-112.450106,42.861871,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,162,Desserts, Thai,,,,,,
17582669,The Bridge,216,Pocatello,-112.4413856,42.8585987,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,144,New American,,,,,,,
18491935,Nosh Mahal,216,Pocatello,-112.44853,42.891174,25,Dollar($),No,No,No,No,2,0,White,Not rated,1,Indian, Persian,,,,,,
17582546,El Herradero,216,Pocatello,-112.4419,42.8774,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,365,Mexican,,,,,,,
17629582,Barrett Junction Cafe,216,Potrero,-116.704731,32.613431,25,Dollar($),No,No,No,No,2,3.3,Orange,Average,9,American, BBQ, Burger,,,,,
17211719,Blue Point Grill,216,Princeton,-74.651139,40.352385,70,Dollar($),No,No,No,No,4,4,Green,Very Good,542,Seafood,,,,,,,
17144717,Giovanni's Shrimp Truck,216,Rest of Hawaii,-157.948486,21.677078,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,691,Seafood,,,,,,,
17143970,Kona Brewing Company,216,Rest of Hawaii,-155.997362,19.642752,35,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,764,American, Pizza, Bar Food,,,,,
17142698,Leonard's Bakery,216,Rest of Hawaii,-157.813432,21.284586,10,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,707,,,,,,,,
17144991,Coconuts Fish Cafe,216,Rest of Hawaii,-156.455284,20.748838,30,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,487,Seafood,,,,,,,
17142519,Kihei Caffe,216,Rest of Hawaii,-156.451847,20.731487,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,695,American, Hawaiian,,,,,,
17145408,Monkeypod Kitchen by Merriman,216,Rest of Hawaii,-156.4309473,20.6883746,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,485,Burger,,,,,,,
17143336,Sansei Seafood Restaurant & Sushi Bar,216,Rest of Hawaii,-156.452556,20.733554,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,807,Japanese, Seafood, Sushi,,,,,
17145077,Star Noodle,216,Rest of Hawaii,-156.674835,20.885226,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,723,Asian,,,,,,,
17141447,Aloha Mixed Plate,216,Rest of Hawaii,-156.684967,20.886564,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,874,Asian, Breakfast, Hawaiian,,,,,
17142096,Gazebo,216,Rest of Hawaii,-156.667037,20.992316,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,552,Breakfast, Burger,,,,,,
17142297,Hula Grill,216,Rest of Hawaii,-156.693821,20.921347,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,1056,Hawaiian, Seafood, Steak,,,,,
17142535,Kimo's,216,Rest of Hawaii,-156.680666,20.876127,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,707,Hawaiian, Seafood, Steak,,,,,
17142792,Mama's Fish House,216,Rest of Hawaii,-156.366445,20.929622,70,Dollar($),No,No,No,No,4,4.9,Dark Green,Excellent,1343,Hawaiian, Seafood,,,,,,
17145495,Marukame Udon,216,Rest of Hawaii,-157.825979,21.279476,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,602,Japanese,,,,,,,
17143950,Yard House,216,Rest of Hawaii,-157.8312476,21.2794952,40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1078,American, Asian, Burger,,,,,
17142747,Lulu's Waikiki,216,Rest of Hawaii,-157.822716,21.271826,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,232,American,,,,,,,
17141990,Duke's Waikiki,216,Rest of Hawaii,-157.827196,21.277583,70,Dollar($),No,No,No,No,4,4.4,Green,Very Good,1492,Hawaiian, Seafood, Steak,,,,,
17144732,Eggs 'n Things,216,Rest of Hawaii,-157.831538,21.280663,10,Dollar($),No,No,No,No,1,4,Green,Very Good,535,Breakfast,,,,,,,
17143282,Roy's,216,Rest of Hawaii,-157.831176,21.279154,70,Dollar($),No,No,No,No,4,4.2,Green,Very Good,531,Asian, European, Seafood,,,,,
17143705,Wailana Coffee House,216,Rest of Hawaii,-157.836031,21.285396,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,694,American, Breakfast, Hawaiian,,,,,
17615915,The Lady & Sons,216,Savannah,-81.0954,32.0804,40,Dollar($),No,No,No,No,3,3.3,Orange,Average,1201,Southern,,,,,,,
17616487,Green Truck Pub,216,Savannah,-81.096647,32.052858,40,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,906,Burger,,,,,,,
17615924,Leopold's Ice Cream,216,Savannah,-81.0894,32.0785,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,880,Desserts, Sandwich, Ice Cream,,,,,
17615979,Mrs. Wilkes' Dining Room,216,Savannah,-81.0955,32.0727,40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1014,American, Southern,,,,,,
17616266,Zunzi's,216,Savannah,-81.0911,32.0775,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,796,International, Mediterranean, Sandwich,,,,,
17615976,Moon River Brewing Company,216,Savannah,-81.0916,32.0809,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,747,American, Bar Food, Sandwich,,,,,
17616025,Pirates' House Restaurant,216,Savannah,-81.0844,32.0782,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,566,American, Seafood, Steak,,,,,
17615597,B. Matthew's Eatery,216,Savannah,-81.0875,32.0798,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,683,American, Breakfast,,,,,,
17615740,Crystal Beer Parlor,216,Savannah,-81.0979,32.0735,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,690,American, Bar Food,,,,,,
17616203,Goose Feathers Cafe and Bakery,216,Savannah,-81.0941,32.0801,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,680,Breakfast, Vegetarian,,,,,,
17616590,Henry's,216,Savannah,-81.0905213,32.0794767,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,287,American, Breakfast,,,,,,
17615855,Huey's On The River,216,Savannah,-81.0897,32.0812,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,802,Breakfast, Cajun,,,,,,
17616348,J. Christopher's,216,Savannah,-81.091482,32.074495,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,710,Breakfast, Diner, Sandwich,,,,,
17616368,Lulu's Chocolate Bar,216,Savannah,-81.097051,32.080742,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,456,Coffee and Tea, Desserts,,,,,,
17616400,Rocks on the River,216,Savannah,-81.092484,32.081394,70,Dollar($),No,No,No,No,4,4,Green,Very Good,687,Pizza, Seafood, Steak,,,,,
17616076,SOHO South Cafe,216,Savannah,-81.0939,32.0747,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,719,Cafe, Sandwich, Southern,,,,,
17616205,The Olde Pink House,216,Savannah,-81.0897,32.0798,70,Dollar($),No,No,No,No,4,4.4,Green,Very Good,1803,American, Seafood, Southern,,,,,
17616222,Vic's On The River,216,Savannah,-81.0908,32.0809,70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,558,American,,,,,,,
17616295,The Crab Shack,216,Savannah,-80.865909,32.011689,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,883,Seafood,,,,,,,
17616465,Tybee Island Social Club,216,Savannah,-80.848297,31.99581,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,309,,,,,,,,
18483372,Sky On 57,184,Singapore,103.8600048,1.2826608,300,Dollar($),No,No,No,No,4,3.4,Orange,Average,34,Chinese, Continental, Singaporean,,,,,
18484349,Cut By Wolfgang Puck,184,Singapore,103.8594222,1.285476931,270,Dollar($),No,No,No,No,4,4,Green,Very Good,33,American, Steak,,,,,,
18496057,Restaurant Andre,184,Singapore,103.8403602,1.279419756,500,Dollar($),No,No,No,No,4,3.8,Yellow,Good,33,French, Mediterranean, European,,,,,
18483389,Potato Head Folk,184,Singapore,103.8416688,1.280502991,80,Dollar($),No,No,No,No,4,3.1,Orange,Average,34,American,,,,,,,
18483222,Jaan,184,Singapore,103.8536048,1.293220698,430,Dollar($),No,No,No,No,4,3.8,Yellow,Good,35,French,,,,,,,
18483085,Rhubarb Le Restaurant,184,Singapore,103.8430222,1.27944363,315,Dollar($),No,No,No,No,4,3.9,Yellow,Good,33,French,,,,,,,
18484423,Al'frank Cookies,184,Singapore,103.859422,1.300404333,20,Dollar($),No,No,No,No,2,4.2,Green,Very Good,29,Bakery,,,,,,,
18483714,Fratini La Trattoria,184,Singapore,103.8070809,1.331128397,100,Dollar($),No,No,No,No,4,4.1,Green,Very Good,35,Italian,,,,,,,
18485469,Boufe Boutique Cafe,184,Singapore,103.8146178,1.29782554,50,Dollar($),No,No,No,No,3,3.2,Orange,Average,29,Italian, French, Bakery, Cafe,,,,
18479690,The Refinery Singapore,184,Singapore,103.8621195,1.310668316,80,Dollar($),No,No,No,No,4,3.2,Orange,Average,30,American, Japanese, Singaporean,,,,,
18483224,Chye Seng Huat Hardware,184,Singapore,103.8604162,1.311550709,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,33,Cafe,,,,,,,
18493989,Makansutra Gluttons Bay,184,Singapore,103.8558665,1.289761964,30,Dollar($),No,No,No,No,3,3,Orange,Average,25,Singaporean, Chinese, Seafood, Malay, Indian,,,
18484464,Colony,184,Singapore,103.859955,1.2905805,220,Dollar($),No,No,No,No,4,3.8,Yellow,Good,30,Asian, Continental, Seafood,,,,,
18483051,Summer Pavilion,184,Singapore,103.8601766,1.290800881,300,Dollar($),No,No,No,No,4,3.9,Yellow,Good,34,Chinese, Seafood, Cantonese, Dim Sum,,,,
18482983,The Lokal,184,Singapore,103.840921,1.278373182,60,Dollar($),No,No,No,No,4,3.1,Orange,Average,33,Singaporean, Australian, German,,,,,
18479742,I Am,184,Singapore,103.8584296,1.301707168,60,Dollar($),No,No,No,No,4,3.2,Orange,Average,32,Western, Fusion, Fast Food,,,,,
18482938,Super Loco,184,Singapore,103.839165,1.290083898,95,Dollar($),No,No,No,No,4,3.2,Orange,Average,30,American, Mexican,,,,,,
18483082,Artistry,184,Singapore,103.8581813,1.303034648,50,Dollar($),No,No,No,No,3,3.8,Yellow,Good,28,American, Bakery, European, Burger, Fusion,,,
18483446,Bitters & Love,184,Singapore,103.8482541,1.28197,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,35,Finger Food,,,,,,,
18483252,Artichoke Cafe,184,Singapore,103.8519943,1.299707726,75,Dollar($),No,No,No,No,4,3.2,Orange,Average,33,Cafe, Spanish, Turkish, Greek,,,,
17621616,Archie's Waeside,216,Sioux City,-96.1608,42.7956,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,100,Burger, Seafood, Steak,,,,,
17621696,Bob Roe's Pizza,216,Sioux City,-96.379,42.4765,10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,92,American, Pizza, Bar Food,,,,,
17621744,Da Kao Restaurant,216,Sioux City,-96.4173,42.5026,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,182,Asian, Vegetarian, Vietnamese,,,,,
17621759,Famous Dave's,216,Sioux City,-96.4051,42.492,10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,76,BBQ,,,,,,,
17621763,Fuji Bay Japanese Restaurant,216,Sioux City,-96.4046,42.4965,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,129,Japanese, Sushi,,,,,,
17621780,HuHot Mongolian Grill,216,Sioux City,-96.3479,42.4391,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,94,Asian, Chinese,,,,,,
17621781,Hunan Palace,216,Sioux City,-96.362,42.4375,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,129,Chinese,,,,,,,
17621788,Jerry's Pizza,216,Sioux City,-96.3596,42.4764,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,178,Pizza,,,,,,,
17621793,Jim's Burgers,216,Sioux City,-96.4048,42.4985,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,97,Burger,,,,,,,
17621796,Johnnie Mars,216,Sioux City,-96.378049,42.495534,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,161,American, Desserts, Diner,,,,,
17621831,Miles Inn,216,Sioux City,-96.3755,42.4876,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,122,American,,,,,,,
17621832,Milwaukee Wiener House,216,Sioux City,-96.4063904,42.4930681,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,195,American, Fast Food,,,,,,
17621833,Minerva's Food & Cocktails,216,Sioux City,-96.418,42.5212,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,146,American, Seafood, Steak,,,,,
17621834,Monterrey Mexican Restaurant,216,Sioux City,-96.3691,42.4351,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117,Mexican,,,,,,,
17621869,Rebos,216,Sioux City,-96.3959487,42.4944454,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,187,Caribbean, Mexican, Cajun,,,,,
17621960,Tokyo Japanese Steakhouse & Sushi Bar,216,Sioux City,-96.349464,42.440592,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,239,Japanese, Steak, Sushi,,,,,
17621746,Diamond Thai Cuisine,216,Sioux City,-96.4136,42.5011,10,Dollar($),No,No,No,No,1,4,Green,Very Good,303,Asian, Thai, Vegetarian,,,,,
17621755,El Fredo Pizza,216,Sioux City,-96.4204,42.5106,40,Dollar($),No,No,No,No,3,4,Green,Very Good,280,Pizza,,,,,,,
17621946,Trattoria Fresco,216,Sioux City,-96.4019631,42.4949153,25,Dollar($),No,No,No,No,2,4,Green,Very Good,271,Italian,,,,,,,
17621552,Kahill's Steak-Fish Chophouse,216,Sioux City,-96.4092028,42.485608,70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,58,American, Seafood, Steak,,,,,
17096140,Rumba Island Bar & Grill,216,Tampa Bay,-82.762624,27.96076,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,1321,BBQ, Caribbean, Seafood,,,,,
17099925,Red Mesa Cantina,216,Tampa Bay,-82.636924,27.770026,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,1629,Latin American, Mexican, Southwestern,,,,,
17092257,BellaBrava,216,Tampa Bay,-82.6329663,27.7737426,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,921,American, Italian, Seafood,,,,,
17092799,Ceviche Tapas Bar & Restaurant,216,Tampa Bay,-82.6333294,27.7711464,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,986,Spanish, Tapas,,,,,,
17095222,The Moon Under Water,216,Tampa Bay,-82.632174,27.775462,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,1020,British, Bar Food, Sandwich,,,,,
17092293,Bern's Steak House,216,Tampa Bay,-82.482962,27.931516,70,Dollar($),No,No,No,No,4,4.7,Dark Green,Excellent,3157,American, Desserts, Steak,,,,,
17102241,Boca Kitchen Bar Market,216,Tampa Bay,-82.46887,27.941942,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,665,Breakfast,,,,,,,
17102579,Edison: Food+Drink Lab,216,Tampa Bay,-82.469306,27.944244,70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,373,International,,,,,,,
17092801,Ceviche Tapas Bar & Restaurant,216,Tampa Bay,-82.4852372,27.9410382,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,1007,Breakfast, Spanish, Tapas,,,,,
17093273,Daily Eats,216,Tampa Bay,-82.483124,27.935039,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,803,American, Burger,,,,,,
17096198,Salt Rock Grill,216,Tampa Bay,-82.843253,27.848357,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,1363,American, Seafood, Steak,,,,,
17095098,Mazzaro's Italian Market,216,Tampa Bay,-82.673621,27.792047,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,1424,Italian, Deli,,,,,,
17093135,Conch Republic Grill,216,Tampa Bay,-82.820856,27.816086,40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,844,Sandwich, Seafood, Steak,,,,,
17095236,Mr. Dunderbak's Biergarten and Marketplatz,216,Tampa Bay,-82.41294,28.082909,40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,1413,European, German,,,,,,
17095979,Red Mesa Restaurant,216,Tampa Bay,-82.638843,27.816848,40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1203,Breakfast, Mexican,,,,,,
17099856,Datz,216,Tampa Bay,-82.4932815,27.9219315,40,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,3074,Desserts, Bar Food,,,,,,
17100307,Ella's Americana Folk Art Cafe,216,Tampa Bay,-82.451041,27.993645,40,Dollar($),No,No,No,No,3,4.8,Dark Green,Excellent,1715,International, Italian, Southern,,,,,
17093600,Taco Bus,216,Tampa Bay,-82.449897,27.995964,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,1868,Mexican, Vegetarian,,,,,,
17100547,The Refinery,216,Tampa Bay,-82.459339,27.99384,40,Dollar($),No,No,No,No,3,4,Green,Very Good,875,Seafood, Steak,,,,,,
17093124,Columbia Restaurant,216,Tampa Bay,-82.4351499,27.959884,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1746,Cuban, Spanish,,,,,,
16608059,1918 Bistro & Grill,14,Tanunda,138.966064,-34.519619,30,Dollar($),No,No,No,No,3,4.4,Green,Very Good,339,Modern Australian, Australian,,,,,,
16605194,Pig and Whistle,14,Trentham East,144.41272,-37.396942,20,Dollar($),No,No,No,No,2,4.1,Green,Very Good,87,Australian,,,,,,,
17678243,Buffalo Wild Wings,216,Valdosta,-83.319123,30.846819,25,Dollar($),No,No,No,No,2,3.4,Orange,Average,98,Bar Food,,,,,,,
17678043,El Toreo Mexican Restaurant,216,Valdosta,-83.3247,30.8426,25,Dollar($),No,No,No,No,2,3.1,Orange,Average,83,Mexican,,,,,,,
17677978,306 North Restaurant,216,Valdosta,-83.2799,30.8332,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,231,Seafood, Southern,,,,,,
17677988,Austins Cattle Co,216,Valdosta,-83.3170843,30.8164364,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,216,Burger, Seafood, Steak,,,,,
17678231,Beijing Cafe,216,Valdosta,-83.318554,30.841892,35,Dollar($),No,No,No,No,3,3.8,Yellow,Good,185,Asian, Chinese, Thai,,,,,
17677990,Bleu Cafe,216,Valdosta,-83.279,30.8308,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,185,Pizza, Sandwich,,,,,,
17677991,Bleu Pub,216,Valdosta,-83.2792,30.8308,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,281,Burger, Bar Food, Vegetarian,,,,,
17678307,Bubba Jax Crab Shack,216,Valdosta,-83.3085736,30.8223548,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,137,Fast Food, Seafood,,,,,,
17678276,Cheddar's Scratch Kitchen,216,Valdosta,-83.316402,30.824691,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,209,American,,,,,,,
17678283,El Cazador,216,Valdosta,-83.28078,30.850888,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,168,Mexican,,,,,,,
17678222,Friends Grille and Bar,216,Valdosta,-83.29633,30.880146,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,243,American, Southern,,,,,,
17678055,Giulios Greek & Italian Restaurant,216,Valdosta,-83.2851,30.8433,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,221,Greek, Italian,,,,,,
17678326,La Jalisco Supermercato,216,Valdosta,-83.281,30.8465,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,46,Mexican,,,,,,,
17678229,Masato Japanese,216,Valdosta,-83.310343,30.846763,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,262,Japanese, Sushi,,,,,,
17678097,Mom & Dad's Italian Restaurant,216,Valdosta,-83.3283,30.8971,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,183,Italian,,,,,,,
17678216,Mori's Japanese Steakhouse & Sushi Bar,216,Valdosta,-83.318958,30.841547,70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,208,Japanese, Steak, Sushi,,,,,
17678233,Passage 2 India,216,Valdosta,-83.289338,30.87114,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,245,Indian, Middle Eastern,,,,,,
17678148,Rodeo Mexican Restaurant,216,Valdosta,-83.2868,30.868,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,199,Mexican,,,,,,,
17678291,Steel Magnolias,216,Valdosta,-83.2796,30.8316,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,225,Southern,,,,,,,
17678218,Smok'n Pig B-B-Q,216,Valdosta,-83.332796,30.897087,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,575,BBQ,,,,,,,
17558738,Blue House Cafe,216,Vernonia,-123.1954368,45.858667,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,88,Coffee and Tea, Mediterranean,,,,,,
16608209,Anchorage Cafe Restaurant Wine Bar,14,Victor Harbor,138.624316,-35.5536609,20,Dollar($),No,No,No,No,2,3.6,Yellow,Good,96,Coffee and Tea, Tapas, Australian,,,,,
16654702,Lake House Restaurant,37,Vineland Station,-79.3791465,43.1868697,70,Dollar($),No,No,No,No,4,4.3,Green,Very Good,204,Italian, Mediterranean, Pizza,,,,,
17697444,Masala Grill & Coffee House,216,Waterloo,-92.456343,42.516908,10,Dollar($),No,No,No,No,1,3.2,Orange,Average,18,Indian, Middle Eastern,,,,,,
17696871,Brown Bottle The Cedar Falls,216,Waterloo,-92.4507,42.5464,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,134,Italian, Pizza, Vegetarian,,,,,
17696891,Four Queens Dairy Cream,216,Waterloo,-92.4599,42.5377,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,190,Desserts,,,,,,,
17696901,Hong Kong Chinese Restaurant,216,Waterloo,-92.4322,42.5133,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,136,Chinese,,,,,,,
17697384,HuHot Mongolian Grill,216,Waterloo,-92.432177,42.512646,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,113,Asian, Chinese,,,,,,
17697417,J's Homestyle Cooking,216,Waterloo,-92.466597,42.509472,10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,69,American, Breakfast,,,,,,
17696918,Montage,216,Waterloo,-92.4453,42.5366,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,89,American, Italian, Seafood,,,,,
17696920,Mulligan's Brick Oven Grill,216,Waterloo,-92.444,42.5219,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,80,Burger, Pizza, Sandwich,,,,,
17697398,Sakura,216,Waterloo,-92.426215,42.51259,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,175,Japanese, Sushi,,,,,,
17697406,Scratch,216,Waterloo,-92.4457417,42.5354081,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,136,Coffee and Tea, Desserts, Beverages,,,,,
17696941,SOHO Sushi Bar & Deli,216,Waterloo,-92.4457,42.5375,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,114,Sandwich, Sushi, Tapas,,,,,
